      0.00000000E+00      0.00000000E+00      0.14107083E-02
      0.00000000E+00      0.10303030E+00      0.18681331E-02
      0.00000000E+00      0.20606061E+00      0.32677252E-02
      0.00000000E+00      0.30909091E+00      0.56759878E-02
      0.00000000E+00      0.41212121E+00      0.91573103E-02
      0.00000000E+00      0.51515152E+00      0.13720338E-01
      0.00000000E+00      0.61818182E+00      0.19269624E-01
      0.00000000E+00      0.72121212E+00      0.25578708E-01
      0.00000000E+00      0.82424242E+00      0.32294327E-01
      0.00000000E+00      0.92727273E+00      0.38972318E-01
      0.00000000E+00      0.10303030E+01      0.45136880E-01
      0.00000000E+00      0.11333333E+01      0.50348857E-01
      0.00000000E+00      0.12363636E+01      0.54267191E-01
      0.00000000E+00      0.13393939E+01      0.56690620E-01
      0.00000000E+00      0.14424242E+01      0.57572717E-01
      0.00000000E+00      0.15454545E+01      0.57010370E-01
      0.00000000E+00      0.16484848E+01      0.55211714E-01
      0.00000000E+00      0.17515152E+01      0.52452899E-01
      0.00000000E+00      0.18545455E+01      0.49033573E-01
      0.00000000E+00      0.19575758E+01      0.45238988E-01
      0.00000000E+00      0.20606061E+01      0.41313401E-01
      0.00000000E+00      0.21636364E+01      0.37445985E-01
      0.00000000E+00      0.22666667E+01      0.33767825E-01
      0.00000000E+00      0.23696970E+01      0.30357025E-01
      0.00000000E+00      0.24727273E+01      0.27248581E-01
      0.00000000E+00      0.25757576E+01      0.24446078E-01
      0.00000000E+00      0.26787879E+01      0.21933031E-01
      0.00000000E+00      0.27818182E+01      0.19682563E-01
      0.00000000E+00      0.28848485E+01      0.17664766E-01
      0.00000000E+00      0.29878788E+01      0.15851616E-01
      0.00000000E+00      0.30909091E+01      0.14219625E-01
      0.00000000E+00      0.31939394E+01      0.12750649E-01
      0.00000000E+00      0.32969697E+01      0.11431356E-01
      0.00000000E+00      0.34000000E+01      0.10251933E-01
      0.00000000E+00      0.35030303E+01      0.92045220E-02
      0.00000000E+00      0.36060606E+01      0.82818026E-02
      0.00000000E+00      0.37090909E+01      0.74759744E-02
      0.00000000E+00      0.38121212E+01      0.67782391E-02
      0.00000000E+00      0.39151515E+01      0.61787615E-02
      0.00000000E+00      0.40181818E+01      0.56670033E-02
      0.00000000E+00      0.41212121E+01      0.52322826E-02
